sample_num,dna_sample,dna_id,soil_stress,soil_let,soil_type,microbe_type,nickel,drought,tray,growth (8.8.2018),growth (8.15.2018),pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,amt.gem,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.num.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let
251,76C251,76,S,C,serpentine,nonserpentine,no,no,3,yes,yes,5,12/15/18,3/20/19,1,2,2,8/22/18,2,1,3,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,1,3,5,9/10/18,2,4,7,9/24/18,2,3,6,9/17/18,2,3,8,10/1/18,2,4,9,10/8/18,3,3,11,10/15/18,3,5.5,6,11/12/18,4,6.5,11,11/19/18,.,.,.,11/26/18,
252,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,4,11/17/18,.,1,4,4,8/22/18,5,1,5,4,8/29/18,3,6,8,10/22/18,1,4,4,9/3/18,2,4.5,5,9/10/18,2,4,6,9/24/18,2,4,6,9/17/18,2,4,7,10/1/18,2,4,7,10/8/18,2,5,8,10/15/18,4,9,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,252C
253,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,4,11/17/18,.,1,4,4,8/22/18,2,2,4,5,8/29/18,3,6,17,10/22/18,2,4,6,9/3/18,2,4.5,9,9/10/18,2,4.5,12,9/24/18,2,4,10,9/17/18,2,4.5,16,10/1/18,2,5,15,10/8/18,3,5.5,16,10/15/18,4,7.5,8,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,253C
254,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,3.5,4,8/22/18,3,1,3.5,5,8/29/18,3,6.5,14,10/22/18,2,4,6,9/3/18,2,4,7,9/10/18,2,5,10,9/24/18,2,4.5,8,9/17/18,2,6,12,10/1/18,2,6,13,10/8/18,2,6.5,14,10/15/18,4,12,12,11/12/18,4,12,14,11/19/18,.,.,.,11/26/18,
255,58C255,58,S,C,serpentine,nonserpentine,no,no,3,yes,yes,5,12/15/18,3/11/19,1,3,4,8/22/18,1,1,3.5,5,8/29/18,.,.,.,10/22/18,1,3.5,6,9/3/18,2,3.5,6,9/10/18,2,2.5,9,9/24/18,2,3,9,9/17/18,2,4,12,10/1/18,2,3.5,13,10/8/18,2,3.5,14,10/15/18,2,7,15,11/12/18,3,8,11,11/19/18,.,.,.,11/26/18,
256,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,5,12/15/18,.,1,2.5,4,8/22/18,6,1,2.5,4,8/29/18,2,5,14,10/22/18,1,2.5,6,9/3/18,2,3,6,9/10/18,2,3,8,9/24/18,2,3,9,9/17/18,2,2.5,11,10/1/18,2,5,11,10/8/18,2,5.5,13,10/15/18,3,6.5,15,11/12/18,4,6.5,14,11/19/18,.,.,.,11/26/18,
257,102C257,102,S,C,serpentine,nonserpentine,no,no,7,yes,yes,2,9/11/18,4/9/19,1,3.5,2,8/22/18,6,1,3.5,4,8/29/18,.,.,.,10/22/18,1,3.5,4,9/3/18,2,3,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,257C
258,.,.,S,C,serpentine,nonserpentine,no,no,4,yes,yes,3,10/21/18,.,1,3,4,8/22/18,1,2,3,7,8/29/18,.,.,.,10/22/18,2,4,8,9/3/18,2,5.5,8,9/10/18,2,5.5,13,9/24/18,2,6,12,9/17/18,2,7,15,10/1/18,2,6.5,15,10/8/18,3,7,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
259,133C259,133,S,C,serpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,5/6/19,1,2.5,4,8/22/18,3,1,3,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3,6,9/10/18,2,3,9,9/24/18,2,3,8,9/17/18,2,3,10,10/1/18,2,3.5,12,10/8/18,2,4,12,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,259C
260,.,.,S,C,serpentine,nonserpentine,no,no,2,yes,yes,.,.,.,1,3,4,8/22/18,3,1,3.5,4,8/29/18,2,4.5,13,10/22/18,1,3.5,4,9/3/18,2,4,5,9/10/18,2,4,9,9/24/18,2,3.5,8,9/17/18,2,3.5,10,10/1/18,2,3,11,10/8/18,2,3.5,12,10/15/18,3,5,13,11/12/18,4,7,14,11/19/18,.,.,.,11/26/18,
261,.,.,S,C,serpentine,nonserpentine,no,no,7,yes,yes,2,9/11/18,.,1,2,2,8/22/18,3,1,2,4,8/29/18,.,.,.,10/22/18,1,1.5,4,9/3/18,2,2,5,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,261C
262,112C262,112,S,C,serpentine,nonserpentine,no,no,2,yes,yes,4,11/17/18,4/15/19,1,3.5,4,8/22/18,3,1,3.5,4,8/29/18,3,5,13,10/22/18,1,4,5,9/3/18,2,3.5,8,9/10/18,2,3.5,9,9/24/18,2,4,9,9/17/18,2,4,10,10/1/18,2,4,12,10/8/18,3,4.5,14,10/15/18,4,8,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,262C
263,101C263,101,S,C,serpentine,nonserpentine,no,no,9,yes,yes,2,9/11/18,4/9/19,1,2,4,8/22/18,4,1,3,4,8/29/18,.,.,.,10/22/18,1,2.5,4,9/3/18,2,2.5,5,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,263C
264,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,2,9/11/18,.,1,3,4,8/22/18,3,1,2.5,6,8/29/18,.,.,.,10/22/18,2,3.5,6,9/3/18,2,3,8,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,264C
265,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,.,.,.,1,2,4,8/22/18,4,1,2,4,8/29/18,2,3,7,10/22/18,1,2.5,5,9/3/18,2,3,4,9/10/18,2,3,5,9/24/18,2,2.5,6,9/17/18,2,2.5,6,10/1/18,2,3.5,5,10/8/18,2,3,6,10/15/18,2,5,13,11/12/18,3,6,13,11/19/18,.,.,.,11/26/18,
266,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,4,11/17/18,.,1,3.5,4,8/22/18,3,1,3,4,8/29/18,3,5,16,10/22/18,1,3.5,4,9/3/18,2,3.5,9,9/10/18,2,4,12,9/24/18,2,4,9,9/17/18,2,3.5,11,10/1/18,2,4.5,13,10/8/18,3,4.5,15,10/15/18,4,8,13,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,266C
267,.,.,S,C,serpentine,nonserpentine,no,no,4,yes,yes,2,9/11/18,.,1,2.5,4,8/22/18,1,2,3,4,8/29/18,.,.,.,10/22/18,1,2,5,9/3/18,2,3,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,267C
268,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,3,4,8/22/18,2,1,3,4,8/29/18,2,3,14,10/22/18,1,3,4,9/3/18,2,3.5,5,9/10/18,2,3,9,9/24/18,2,3,6,9/17/18,2,2.5,9,10/1/18,2,3.5,12,10/8/18,2,3,12,10/15/18,2,5,10,11/12/18,5,.,.,11/19/18,.,.,.,11/26/18,
269,.,.,S,C,serpentine,nonserpentine,no,no,9,yes,yes,5,12/15/18,.,1,2.5,4,8/22/18,4,1,2.5,6,8/29/18,2,5.5,10,10/22/18,2,2.5,6,9/3/18,2,3,8,9/10/18,2,3,8,9/24/18,2,3,7,9/17/18,2,2.5,9,10/1/18,2,3.5,8,10/8/18,2,4,10,10/15/18,3,6,13,11/12/18,4,8,7,11/19/18,.,.,.,11/26/18,
270,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,2.5,4,8/22/18,3,1,2,4,8/29/18,2,3,16,10/22/18,1,2.5,5,9/3/18,2,3.5,8,9/10/18,2,3,13,9/24/18,2,3,11,9/17/18,2,3,13,10/1/18,2,3.5,16,10/8/18,2,3.5,18,10/15/18,3,5.5,17,11/12/18,4,8.5,18,11/19/18,.,.,.,11/26/18,
271,.,.,S,C,serpentine,nonserpentine,no,no,1,yes,yes,5,12/15/18,.,1,3.5,4,8/22/18,3,1,3.5,4,8/29/18,3,6,9,10/22/18,1,3.5,4,9/3/18,1,4,4,9/10/18,2,4.5,7,9/24/18,2,4,4,9/17/18,2,5.5,7,10/1/18,2,6.5,8,10/8/18,2,6.5,7,10/15/18,3,8.5,10,11/12/18,5,.,.,11/19/18,.,.,.,11/26/18,
272,.,.,S,C,serpentine,nonserpentine,no,no,2,yes,yes,.,.,.,1,3,4,8/22/18,1,2,3,4,8/29/18,2,3,9,10/22/18,1,3,6,9/3/18,2,3,9,9/10/18,2,4,10,9/24/18,2,2.5,10,9/17/18,2,3,10,10/1/18,2,2.5,11,10/8/18,2,2.5,12,10/15/18,3,3.5,6,11/12/18,4,4.5,8,11/19/18,.,.,.,11/26/18,
273,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,4,4,8/22/18,1,1,4.5,5,8/29/18,2,4,9,10/22/18,1,4.5,6,9/3/18,2,4.5,7,9/10/18,2,4.5,9,9/24/18,2,4.5,8,9/17/18,2,3.5,9,10/1/18,2,4,8,10/8/18,2,4,8,10/15/18,3,7,10,11/12/18,3,6,11,11/19/18,.,.,.,11/26/18,
274,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,5,12/15/18,.,1,3,4,8/22/18,4,1,2.5,6,8/29/18,.,.,.,10/22/18,2,3,7,9/3/18,2,3,9,9/10/18,2,3,14,9/24/18,2,3,10,9/17/18,2,3,13,10/1/18,2,4,12,10/8/18,3,3,12,10/15/18,4,10.5,4,11/12/18,4,10.5,7,11/19/18,.,.,.,11/26/18,
275,.,.,S,C,serpentine,nonserpentine,no,no,5,yes,yes,4,11/17/18,.,1,3,4,8/22/18,2,1,3,5,8/29/18,3,5,16,10/22/18,2,3,5,9/3/18,2,3,6,9/10/18,2,3.5,11,9/24/18,2,3,9,9/17/18,2,3.5,12,10/1/18,2,4,14,10/8/18,2,4,15,10/15/18,4,5,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,275C
276,93C276,93,S,C,serpentine,nonserpentine,no,no,1,yes,yes,3,10/21/18,4/8/19,1,3,4,8/22/18,1,1,3,6,8/29/18,.,.,.,10/22/18,2,3,7,9/3/18,2,3,7,9/10/18,2,3.5,9,9/24/18,2,3,9,9/17/18,2,3,9,10/1/18,2,3.5,10,10/8/18,2,4,12,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
277,136C277,136,S,C,serpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,5/6/19,1,2.5,4,8/22/18,2,1,2.5,5,8/29/18,.,.,.,10/22/18,2,2.5,6,9/3/18,2,2,8,9/10/18,2,3.5,13,9/24/18,2,2.5,10,9/17/18,2,3.5,15,10/1/18,2,3.5,15,10/8/18,3,5,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,277C
278,89C278,89,S,C,serpentine,nonserpentine,no,no,3,yes,yes,2,9/11/18,4/3/19,1,3.5,3,8/22/18,1,1,3.5,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3.5,4,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,278C
279,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,4,11/17/18,.,1,3,4,8/22/18,2,1,2.5,6,8/29/18,3,6,15,10/22/18,2,3,7,9/3/18,2,4,10,9/10/18,2,5.5,10,9/24/18,2,4,11,9/17/18,2,6,13,10/1/18,2,6,14,10/8/18,3,5.5,17,10/15/18,4,10,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
280,.,.,S,C,serpentine,nonserpentine,no,no,1,no,no,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
281,.,.,S,C,serpentine,nonserpentine,no,no,4,no,no,.,.,.,1,2.5,2,8/22/18,1,1,3.5,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3.5,6,9/10/18,2,3.5,7,9/24/18,2,3.5,6,9/17/18,2,3,9,10/1/18,2,3,10,10/8/18,2,3.5,11,10/15/18,2,5,15,11/12/18,3,5.5,16,11/19/18,.,.,.,11/26/18,
282,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,.,.,.,1,2.5,2,8/22/18,3,1,2.5,3,8/29/18,2,4,7,10/22/18,1,2.5,4,9/3/18,1,2.5,4,9/10/18,3,3,4,9/24/18,3,3,4,9/17/18,4,3,6,10/1/18,4,3,6,10/8/18,2,4,7,10/15/18,3,4.5,4,11/12/18,4,5.5,2,11/19/18,.,.,.,11/26/18,
283,147C283,147,S,C,serpentine,nonserpentine,no,no,8,no,yes,1,12/1/18,7/27/19,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.333333333,.,11/26/18,283C
284,29C284,29,S,C,serpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,2/22/19,1,3.5,2,8/22/18,5,1,4,4,8/29/18,.,.,.,10/22/18,1,3.5,4,9/3/18,2,3.5,6,9/10/18,2,4,9,9/24/18,2,3.5,7,9/17/18,2,6,11,10/1/18,2,5.5,13,10/8/18,3,6,11,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,284C
285,.,.,S,C,serpentine,nonserpentine,no,no,8,yes,yes,2,9/11/18,.,1,3,4,8/22/18,4,1,3,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3,5,9/10/18,,,,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,285C
286,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,2.5,3,8/22/18,3,1,3,4,8/29/18,3,1.5,4,10/22/18,1,3,4,9/3/18,1,2.5,4,9/10/18,1,3,5,9/24/18,1,3,4,9/17/18,2,2.5,5,10/1/18,2,3,4,10/8/18,3,2,5,10/15/18,4,3,4,11/12/18,4,5,6,11/19/18,.,.,.,11/26/18,
287,.,.,S,C,serpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,2.5,3,8/22/18,1,1,3,4,8/29/18,3,5.5,10,10/22/18,1,3,4,9/3/18,2,3,6,9/10/18,2,3.5,8,9/24/18,2,3.5,7,9/17/18,2,5,9,10/1/18,2,5,11,10/8/18,3,5,11,10/15/18,4,9.5,10,11/12/18,4,8,11,11/19/18,.,.,.,11/26/18,
288,.,.,S,C,nonserpentine,nonserpentine,no,no,7,yes,yes,.,.,.,1,2.5,4,8/22/18,4,1,3,4,8/29/18,2,3.5,7,10/22/18,1,3,5,9/3/18,1,3,4,9/10/18,2,3,6,9/24/18,2,4,5,9/17/18,2,3,7,10/1/18,2,3,8,10/8/18,2,3,6,10/15/18,2,4.5,8,11/12/18,3,4,11,11/19/18,.,.,.,11/26/18,
289,123D289,123,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,1,12/1/18,4/23/19,1,4,5,8/22/18,5,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4,.,11/26/18,289D
290,122D290,122,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,1,12/1/18,4/23/19,1,5,6,8/22/18,5,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5.5,.,11/26/18,290D
291,.,.,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,1,12/1/18,.,1,4,6,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,6.166666667,.,11/26/18,291D
292,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,1,12/1/18,.,1,6,6,8/22/18,2,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,3.5,.,11/26/18,292C
293,.,.,NS,D,nonserpentine,serpentine,no,no,2,yes,yes,1,12/1/18,.,1,5.5,6,8/22/18,2,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5.5,.,11/26/18,293D
294,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,4,11/17/18,.,1,4,4,8/22/18,3,2,5.5,6,8/29/18,4,14,18,10/22/18,2,5.5,9,9/3/18,2,6,12,9/10/18,2,7.5,16,9/24/18,2,7,15,9/17/18,3,8.5,18,10/1/18,3,9,15,10/8/18,4,14,18,10/15/18,4,14,14,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,294D
295,143D295,143,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,1,12/1/18,5/15/19,1,4,6,8/22/18,2,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.666666667,.,11/26/18,295D
296,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,.,.,.,1,3.5,4,8/22/18,3,2,4,6,8/29/18,3,11,17,10/22/18,2,5,8,9/3/18,2,6,11,9/10/18,2,7,14,9/24/18,2,6.5,13,9/17/18,2,7.5,18,10/1/18,2,8.5,18,10/8/18,3,9.5,19,10/15/18,4,14.5,18,11/12/18,4,14.5,13,11/19/18,.,.,.,11/26/18,
297,158D297,158,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,6,12/15/18,8/3/19,1,6.5,6,8/22/18,2,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
298,159D298,159,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,6,12/15/18,8/3/19,1,4.5,4,8/22/18,8,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
299,47D299,47,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,1,12/1/18,3/8/19,1,6,6,8/22/18,4,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5.333333333,.,11/26/18,299D
300,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,1,12/1/18,.,1,6.5,7,8/22/18,5,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5.5,.,11/26/18,300D
301,157D301,157,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,6,12/15/18,8/3/19,1,5,6,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
302,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,.,.,.,1,5,4,8/22/18,5,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
303,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,1,12/1/18,.,1,4,5,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5,.,11/26/18,303D
304,81D304,81,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,1,12/1/18,4/1/19,1,6,4,8/22/18,4,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.166666667,.,11/26/18,304D
305,.,.,NS,D,nonserpentine,serpentine,no,no,7,yes,yes,1,12/1/18,.,1,5,6,8/22/18,3,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.5,.,11/26/18,
306,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,2,9/4/18,.,1,4.5,4,8/22/18,2,2,7.5,6,8/29/18,.,.,.,10/22/18,2,9,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,306D
307,.,.,NS,D,nonserpentine,serpentine,no,no,1,yes,yes,2,9/4/18,.,1,5.5,6,8/22/18,2,2,6,10,8/29/18,.,.,.,10/22/18,2,6.5,11,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,307D
308,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,2,9/4/18,.,1,4.5,6,8/22/18,3,2,7,7,8/29/18,.,.,.,10/22/18,2,6.5,9,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,308D
309,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,2,9/4/18,.,1,6,6,8/22/18,2,2,7,8,8/29/18,.,.,.,10/22/18,2,7.5,9,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,309D
310,.,.,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,2,9/4/18,.,1,6,6,8/22/18,1,2,7.5,8,8/29/18,.,.,.,10/22/18,2,8,9,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,310D
311,118D311,118,NS,D,nonserpentine,serpentine,no,no,5,yes,yes,2,9/4/18,4/16/19,1,5.5,6,8/22/18,2,2,6,8,8/29/18,.,.,.,10/22/18,2,7,10,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,311D
312,120D312,120,NS,D,nonserpentine,serpentine,no,no,4,yes,yes,2,9/4/18,4/16/19,1,4.5,4,8/22/18,1,2,4,7,8/29/18,.,.,.,10/22/18,2,5.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,312D
313,.,.,NS,D,nonserpentine,serpentine,no,no,6,yes,yes,4,11/17/18,.,1,3.5,4,8/22/18,2,1,5,5,8/29/18,3,10.5,20,10/22/18,2,6,7,9/3/18,2,7,10,9/10/18,2,8,14,9/24/18,2,7.5,11,9/17/18,2,8,16,10/1/18,2,9.5,17,10/8/18,3,10.5,19,10/15/18,4,18,17,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,313D
314,.,.,NS,D,nonserpentine,serpentine,no,no,8,yes,yes,2,9/4/18,.,1,4.5,4,8/22/18,3,2,6,6,8/29/18,.,.,.,10/22/18,2,6.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,314D
